/i,,,,,,,,,
/chatid,/chatid/#agg,/chatserver,/d/@p,/d,/maxlimit,/mission,/real_name,/source,/state
147496833,,,"187.976,5,25,15138834,1580991317,1,86e6e73b,28232459419648000",有关系的,,,,,
147496833,,,"187.489,1,25,16777215,1580995761,1,3e350b48,28234789302566912",有事,,,,,
147496833,,,"187.871,1,25,41194,1581063475,1,b07d67a,28270290966413314",我有事了哈哈哈哈哈哈哈哈,,,,,
147496833,,,"187.185,1,25,16777215,1581075159,1,5820962d,28276416505184260",啊哈哈哈哈哈,,,,,
147496833,,,"187.485,5,25,16777215,1581094104,1,ea5be218,28286349244104706",我有关系,,,,,
147496833,,,"187.487,1,25,16777215,1581234091,1,7740104b,28359742508761092",我有事了,,,,,
147496833,,,"187.285,1,25,16777215,1581236463,1,3d77bb71,28360986484801536",我有事了,,,,,
147496833,,,"187.433,1,25,16777215,1581260800,1,f87c8c97,28373745772003332",有关系，再说一遍，有关系,,,,,
147496833,,,"187.317,1,25,16777215,1581348970,1,1da22324,28419972219797504",嘿你有事吗,,,,,
147496833,,,"187.873,1,25,16777215,1581400982,1,94325c1a,28447241454223364",我有事！！！,,,,,
147496833,,,"187.067,1,25,16777215,1581581803,1,132a53d7,28542044100624388",我有事了,,,,,
147496833,,,"187.158,1,25,16777215,1581775628,1,3febe25c,28643664304537600",我有事了,,,,,
147496833,,,"187.564,1,25,16777215,1581840116,1,1822110a,28677474271363076",有关系的,,,,,
147496833,,,"187.993,1,25,16777215,1581913243,1,69870251,28715814253756418",我裂开了,,,,,
147496833,,,"187.654,1,25,16777215,1581918261,1,25346a11,28718444859359236",有关系的,,,,,
147496833,,,"187.892,1,25,16777215,1581933045,1,dc8aecb6,28726196126613506",有关系的,,,,,
147496833,,,"187.621,5,25,9033215,1582127124,1,d3e0d9fa,28827949099122688",有  关  系  的,,,,,
147496833,,,"187.292,5,25,15138834,1582266947,1,8788e19a,28901256821473282",有关系的,,,,,
147496833,,,"187.88,1,25,16777215,1582282867,1,bd09e460,28909603321282562",烫嘴,,,,,
147496833,,,"187.592,1,25,4351678,1582336774,1,887ee250,28937866296426496",我有事,,,,,
147496833,,,"187.404,1,25,52480,1582445091,1,d706ee10,28994655541526528",有    关   系   的,,,,,
147496833,,,"187.161,1,25,16777215,1582959562,1,3df2916,29264386160328709",我有事了,,,,,
147496833,,,"187.864,1,25,16777215,1583135429,1,f6be1d6b,29356591679537157",我有事了,,,,,
147496833,,,"187.779,1,25,16777215,1583171034,1,7e6f3027,29375258720993287",哈哈哈哈哈哈,,,,,
147496833,,,"187.3,1,25,16777215,1583212256,1,4d56fe9e,29396871350845447",不用感觉，szd,,,,,
147496833,,,"187.813,5,25,14811775,1583406229,11,5f07d9b3,29498568758788099",我有关系,,,,,
147496833,,,"187.687,1,25,16777215,1584000979,1,7f59ba94,29810388627881987",我有事了,,,,,
147496833,,,"187.841,1,25,16777215,1584283252,1,1fb9c943,29958381120782339",有关系的,,,,,
147496833,,,"187.774,1,25,16777215,1585374031,1,f70c2399,30530263498358787",我有事,,,,,
147496833,,,"187.206,1,25,16777215,1586498156,1,df6c35bc,31119628525633541",绝美和音,,,,,
147496833,,,"187.163,5,25,14811775,1587724401,1,cede2720,31762534426476549",有关系的,,,,,
147496833,,,"187.588,1,25,16777215,1588657035,1,2a9992be,32251503201746947",我有事哈哈哈哈哈嗝,,,,,
147496833,,,"187.257,1,25,16777215,1591089430,1,bf1397b3,33526778658553859",哈哈哈哈哈哈,,,,,
147496833,,,"187.891,1,25,16777215,1594139578,1,c45e96f8,35125934850834437",有关系的,,,,,
147496833,,,"187.952,1,25,16777215,1595252064,1,bf841542,35709197627686915",有关系的,,,,,
147496833,,,"187.733,5,25,15138834,1596307284,1,397c3b8,36262436886544389",有关系！！,,,,,
147496833,,,"187.713,1,25,16777215,1602860772,1,4967dcf6,39698352211755011",我有事了,,,,,
147496833,,,"187.749,1,25,16777215,1602860788,1,4967dcf6,39698360469815301",有关系的,,,,,
147496833,,,"187.3,1,25,16777215,1605965565,1,3f0f2235,41326157760036869",有关系的！！！,,,,,
147496833,,,"187.33,1,25,16777215,1606919181,1,3e63acbd,41826127163949059",哈哈哈哈哈哈哈,,,,,
147496833,,,"187.041,1,25,16777215,1612160385,1,43d9e79d,44574027351064583",rap,,,,,
147496833,,,"187.559,5,25,15138834,1612254861,1,be70b212,44623560399912967",有关系的,,,,,
147496833,,,"187.039,1,25,16777215,1620614468,1,924e868f,49006401765244935",牙齿咬碎了,,,,,
147496833,,,"187.581,1,25,16777215,1627063864,1,8c12411a,52387742595153923",我们有事哈哈哈哈哈哈哈哈,,,,,
147496833,,,"187.963,1,25,16777215,1629623903,1,3a06a83f,53756666103690240",上头了,,,,,
147496833,,,"187.199,1,25,16777215,1632570723,1,fd9ce292,55301648596331008",笑死了哈哈哈哈哈,,,,,
147496833,,,"187.503,1,25,16777215,1645528535,1,ef75d466,993524380365799424",我有事！！,,,,,
147496833,,,"187.671,1,25,16777215,1669783211,1,61c11e96,1196987349112897280",我要笑死了救命,,,,,
147496833,,,"187.419,1,25,16777215,1671275718,1,328edebf,1209507404090577152",救命真听不下去了哈哈哈哈哈,,,,,
147496833,,,"188.789,1,25,16777215,1580660586,1,27bde59,28059061147140096",语速惊人,,,,,
147496833,,,"188.857,1,25,16777215,1580663800,1,a51bcf38,28060746200907776",逐渐忘记原唱,,,,,
147496833,,,"188.382,1,25,16777215,1580708678,1,17dc4c06,28084274947686400",哈哈哈哈哈哈哈哈,,,,,
147496833,,,"188.143,1,25,16777215,1580727861,1,9932d2fb,28094332402139136",我有關係了,,,,,
147496833,,,"188.563,1,25,16777215,1580736391,1,41ef5ddc,28098804823097344",有关系！！！！！,,,,,
147496833,,,"188.758,1,25,16777215,1580745428,1,3e82f3e9,28103542825287684",哈哈哈哈哈哈哈哈我有关系,,,,,
147496833,,,"188.182,1,25,16777215,1580750111,1,e8e51601,28105997701087232",有关系,,,,,
147496833,,,"188.988,1,25,16777215,1580781187,1,f1a1e9a3,28122290830442496",裂开了,,,,,
147496833,,,"188.149,1,25,16777215,1580808581,1,edf4119d,28136652741279744",我有事！淦,,,,,
147496833,,,"188.543,1,25,16777215,1580808832,1,2ebcfdb2,28136784819912704",哈哈哈哈哈哈哈哈哈哈哈,,,,,
147496833,,,"188.969,1,25,16777215,1580816548,1,6af224a5,28140830133846018",不行了笑飞了哈哈哈哈哈哈哈哈,,,,,
147496833,,,"188.311,1,25,16777215,1580819363,1,fc5d1450,28142305531658242",我有事 有关系,,,,,
147496833,,,"188.507,1,25,16777215,1580829925,1,b0f9a63a,28147843437953024",我有事了,,,,,
147496833,,,"188.719,1,25,16777215,1580836601,1,25b073df,28151343571533826",我有事,,,,,
147496833,,,"188.99,1,25,16777215,1580838850,1,55942347,28152522374381570",我有事了,,,,,
147496833,,,"188.541,5,25,41194,1580879078,1,e65cb095,28173613619216384",出大事了,,,,,
147496833,,,"188.637,1,25,16777215,1580885281,1,2f846313,28176865689075712",我有事了,,,,,
147496833,,,"188.227,1,25,16777215,1580888705,1,32744bc3,28178660740038658",我有事,,,,,
147496833,,,"188.151,1,25,16777215,1580918397,1,7c121f30,28194227912441860",有关系! ! !,,,,,
147496833,,,"188.916,1,25,16777215,1581001645,1,6d9c2ad9,28237873953636352",hhhhh,,,,,
147496833,,,"188.131,5,25,15138834,1581002228,1,c4a3328f,28238179580510210",不不不不有关系,,,,,
147496833,,,"188.392,1,25,16777215,1581004829,1,7053ea3c,28239543642095618",我有关系,,,,,
147496833,,,"188.912,1,25,16777215,1581056212,1,68221c9a,28266482838798338",我有事,,,,,
147496833,,,"188.107,5,25,15138834,1581074983,1,7ed25097,28276324044898304",我有关系,,,,,
147496833,,,"188.539,1,25,16777215,1581229840,1,dfa90904,28357513753657344",坐着拼命跟上节奏呵呵哈哈哈,,,,,
147496833,,,"188.648,1,25,16777215,1581240222,1,4ba0510b,28362957271334912",我有事了！,,,,,
147496833,,,"188.321,1,25,16777215,1581280142,1,283364d1,28383886698872832",我有事了,,,,,
147496833,,,"188.05,1,25,16777215,1581354262,1,1887af31,28422746967900160",啊哈哈哈哈哈哈哈,,,,,
147496833,,,"188.273,1,25,16777215,1581584126,1,ce1ad498,28543261928849408",有   关   系  的,,,,,
147496833,,,"188.719,1,25,16777215,1582108817,1,5c19c767,28818351054651396",有关系,,,,,
147496833,,,"188.374,1,25,16777215,1582708524,1,81537165,29132770309046275",我有关系,,,,,
147496833,,,"188.078,1,25,41194,1582911569,1,e69da55e,29239224434163715",哈哈哈哈哈哈有关系,,,,,
147496833,,,"188.188,1,25,16777215,1582988024,1,7af02ea4,29279308637274115",我有事我有事,,,,,
147496833,,,"188.771,1,25,16777215,1583317680,1,b0cff04a,29452143641493507",我有事了,,,,,
147496833,,,"188.241,1,25,16777215,1583649373,1,2ad6c01e,29626045973921795",哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,,,,,
147496833,,,"188.692,1,25,16777215,1584200190,1,b58b3325,29914832681566211",哈哈哈啊哈哈哈哈哈哈哈哈哈,,,,,
147496833,,,"188.52,1,25,16777215,1584855547,1,37ba6aaf,30258428444672003",我有事了,,,,,
147496833,,,"188.757,5,25,15138834,1586404571,1,25e9225e,31070563068280837",有关系有关系有关系,,,,,
147496833,,,"188.661,1,25,16777215,1586576669,1,b09d0dbc,31160792325292037",哈哈哈哈哈哈,,,,,
147496833,,,"188.923,5,25,13369971,1588488568,1,d9f3bc00,32163178167140359",有关系的,,,,,
147496833,,,"188.576,1,25,16777215,1594029022,1,a4605499,35067971569713159",我有,,,,,
147496833,,,"188.173,1,25,16777215,1594914867,1,cf76cbe4,35532409518161925",事情大了,,,,,
147496833,,,"188.458,5,25,15138834,1597219667,1,8d2c8649,36740788167639047",有关系,,,,,
147496833,,,"188.686,1,25,16777215,1617342062,1,55408f90,47290718616551431",xswl,,,,,
147496833,,,"188.439,1,25,16777215,1625881574,1,e695e8f6,51767882507878403",嘿现在我有事了哈哈哈哈哈哈,,,,,
147496833,,,"188.859,1,25,16777215,1626280705,1,160b149,51977141950611461",我有事了,,,,,
147496833,,,"188.187,1,25,14811775,1633255972,4,52663351,55660916171868160",有 关  系  的,,,,,
147496833,,,"188.145,1,25,16777215,1651922706,1,9e1aa61a,1047162574539344384",哈哈哈哈哈哈哈哈哈哈哈哈哈哈,,,,,
147496833,,,"188.435,1,25,16777215,1656943029,1,7dbc7d9,1089276092604493568",有关系！（破音）,,,,,
147496833,,,"189.405,1,25,16777215,1580662919,1,3188a3e8,28060283994898432",哈哈哈,,,,,
147496833,,,"189.621,1,25,16777215,1580711058,1,461a7e99,28085522530828288",我很有事！！！,,,,,
147496833,,,"189.907,1,25,16777215,1580712092,1,91d3df02,28086064991698948",没事了,,,,,
147496833,,,"189.635,1,25,16777215,1580715993,1,5889e8fe,28088110145863680",有关系,,,,,
147496833,,,"189.102,1,25,16777215,1580717734,1,e0fc2bad,28089023145705472",没关系的哈哈哈哈哈哈哈哈哈,,,,,
147496833,,,"189.753,1,25,16777215,1580718385,1,c858255a,28089364027801600",哈哈哈哈哈哈哈哈哈哈,,,,,
147496833,,,"189.414,1,25,16777215,1580734277,11,658c7e63,28097696085573634",慢点咋们不急哈哈哈哈哈哈哈,,,,,
147496833,,,"189.012,1,25,16777215,1580754789,1,2e21f86d,28108450346041346",有事,,,,,
147496833,,,"189.019,1,25,16777215,1580786207,1,d93cb0af,28124922426425346",我有事了,,,,,
147496833,,,"189.688,1,25,16777215,1580812918,1,fea0b24c,28138926664843264",哈哈哈哈哈哈,,,,,
147496833,,,"189.198,1,25,16777215,1580813935,1,9b6c27af,28139460054482946",裂了裂了,,,,,
147496833,,,"189.732,1,25,16777215,1580820358,1,c595c5ed,28142827609784322",没事了没事了,,,,,
147496833,,,"189.601,1,25,16777215,1580830463,1,780dc1fd,28148125567287296",哈哈哈哈哈哈哈哈我有关系,,,,,
147496833,,,"189.612,1,25,16777215,1580911376,1,fcd93272,28190547053641728",我有事了,,,,,
147496833,,,"189.091,1,25,16777215,1580918361,1,716c05da,28194209323286528",我有事了！,,,,,
147496833,,,"189.64,1,25,16777215,1580980124,1,b6389fc7,28226590855397376",我有事了,,,,,
147496833,,,"189.969,1,25,16777215,1580980791,1,b153045e,28226940343156736",有关系,,,,,
147496833,,,"189.157,1,25,16777215,1580999492,1,86f71fa8,28236745061957634",有关系哈哈哈哈哈,,,,,
147496833,,,"189.516,1,25,16777215,1581145569,1,3aabb852,28313331528892420",烫嘴,,,,,
147496833,,,"189.739,1,25,16777215,1581173480,8,982c53f2,28327965047652356",没关系的,,,,,
147496833,,,"189.877,1,25,16777215,1581292769,1,19bfa0d8,28390506723540994",没关系的哈哈哈哈哈哈哈哈哈哈哈哈,,,,,
147496833,,,"189.454,1,25,16777215,1581394084,1,1ee0bdf,28443625096478724",哈哈哈哈哈,,,,,
147496833,,,"189.984,5,25,41194,1581503049,1,4797a3a9,28500753917149188",有关系的,,,,,
147496833,,,"189.791,1,25,16777215,1581509822,1,57722b8c,28504305239588868",我有事,,,,,
147496833,,,"189.469,1,25,16777215,1581755664,1,7a3e5680,28633197426245636",哈哈哈哈哈哈,,,,,
147496833,,,"189.172,1,25,16777215,1581836038,1,245407da,28675336154644482",我太有关系了,,,,,
147496833,,,"189.33,1,25,16777215,1581918094,1,f6c1e2d8,28718357476802564",看完有事了,,,,,
147496833,,,"189.035,1,25,16777215,1581961997,1,ed15b960,28741375203737602",有关系我哈哈哈哈哈哈哈哈哈哈,,,,,
147496833,,,"189.386,1,25,16777215,1582265261,1,8fd547b,28900372576731136",我有事了,,,,,
147496833,,,"189.923,1,25,16777215,1582787762,1,25e9225e,29174313839493123",我太有关系了哈哈哈哈哈哈哈哈哈哈哈哈哈,,,,,
147496833,,,"189.56,1,25,16777215,1583649586,1,3cbd037,29626157927759877",我有事了,,,,,
147496833,,,"189.18,1,25,16777215,1584870536,1,4ad4dca6,30266287371321351",有关系了有关系了,,,,,
147496833,,,"189.802,1,25,16777215,1586525051,1,494cabe3,31133729298055175",我有关系,,,,,
147496833,,,"189.707,1,25,16777215,1586698641,1,5c5ff211,31224740760256515",我有关系了,,,,,
147496833,,,"189.108,1,25,16777215,1587445002,1,e8b2c41b,31616048759832581",有关系的,,,,,
147496833,,,"189.14,5,25,38979,1589869100,1,2f03f5c,32886974257823747",有关系！！,,,,,
147496833,,,"189.953,1,25,16777215,1592110229,1,db56c74e,34061971452592135",你摊上事了真的,,,,,
147496833,,,"189.202,5,25,15138834,1595247657,1,2b820cc8,35706886998196227",有关系的,,,,,
147496833,,,"189.049,1,25,16777215,1595391616,1,9ea7cc2,35782363004272645",我有事,,,,,
147496833,,,"189.292,5,25,41194,1597651284,1,86e6e73b,36967079973224455",有关系的,,,,,
147496833,,,"189.019,5,25,15138834,1598362692,1,b2af6c3d,37340062638145543",有关系！,,,,,
147496833,,,"189.442,1,25,16777215,1610980445,1,8c8425d8,43955399303888899",现在我有事了,,,,,
147496833,,,"189.399,1,25,16777215,1611243203,1,4d88e62b,44093160135589891",有关系，我有事,,,,,
147496833,,,"189.393,5,25,15138834,1612161484,1,5cc59d1a,44574603773214723",没关系的,,,,,
147496833,,,"189.299,1,25,16777215,1618568935,1,f6fd04d1,47933953549008903",毯：我有事,,,,,
147496833,,,"189.445,1,25,16777215,1626060516,1,c1d31935,51861699192946693",我有事了,,,,,
147496833,,,"190.4,1,25,16777215,1580688025,1,398dee82,28073446935101442",哈哈哈哈哈哈哈,,,,,
147496833,,,"190.756,1,25,16777215,1580699915,1,7b00611,28079680841056256",哈哈哈哈哈哈哈,,,,,
147496833,,,"190.896,1,25,16777215,1580705923,1,e1dbeade,28082830502264834",上头了,,,,,
147496833,,,"190.991,5,25,16777215,1580723674,1,c4fb5989,28092137453125632",有关系,,,,,
147496833,,,"190.021,1,25,16777215,1580727430,1,b49c6311,28094106541490176",我有关系了,,,,,
147496833,,,"190.905,1,25,16777215,1580744319,5,7fead8e2,28102961083187200",可太奇怪了好吗啊哈哈哈哈,,,,,
147496833,,,"190.206,1,25,16777215,1580749124,2,981715c9,28105480366718978",开头见,,,,,
147496833,,,"190.018,1,25,16777215,1580787314,3,7327d07d,28125502944837634",现在我有事了,,,,,
147496833,,,"190.771,1,25,16777215,1580795604,1,be4013e2,28129848989843458",有关系,,,,,
147496833,,,"190.771,1,25,16777215,1580795609,1,be4013e2,28129851704606724",有关系,,,,,
147496833,,,"190.103,1,25,16777215,1580804544,1,50111423,28134536169652228",有关系的,,,,,
147496833,,,"190.351,5,25,9487136,1580806187,1,c47740a4,28135397985878016",有关系！！！,,,,,
147496833,,,"190.182,1,25,16777215,1580827504,1,1922e269,28146574339604480",哈哈哈哈哈哈哈哈哈哈,,,,,
147496833,,,"190.148,1,25,16777215,1580829536,11,e2cbfbe0,28147639257661440",我现在有事了  我快要被笑死了哈哈哈哈哈哈哈哈哈哈哈哈哈哈,,,,,
147496833,,,"190.133,1,25,16777215,1580830739,1,86c19a7f,28148270011777026",我有关系,,,,,
147496833,,,"190.667,1,25,16777215,1580833378,1,190bd9de,28149653649227776",我有关系 我有事,,,,,
147496833,,,"190.831,1,25,16777215,1580880466,1,3f0f2235,28174341267521538",有关系的,,,,,
147496833,,,"190.079,1,25,16777215,1580893400,1,98022016,28181122750873604",出大问题,,,,,
147496833,,,"190.895,1,25,16777215,1580920718,1,7a6b759c,28195444775976964",好烫嘴哈哈哈哈,,,,,
147496833,,,"190.622,1,25,16777215,1580986647,1,7f7e021b,28230010940162052",我有关系,,,,,
147496833,,,"190.122,1,25,16777215,1581053071,1,caf0a110,28264836099473410",我有事,,,,,
147496833,,,"190.318,1,25,16777215,1581305203,1,18596c1,28397026068660224",哈哈哈哈没关系的,,,,,
147496833,,,"190.265,1,25,16777215,1581335543,1,e2061539,28412932890558466",没关系的～,,,,,
147496833,,,"190.942,1,25,16777215,1581547206,1,93685523,28523905120468992",我有事了,,,,,
147496833,,,"190.993,1,25,16777215,1581655631,1,e9d217aa,28580751325265920",哈哈哈哈哈哈哈哈哈哈哈哈,,,,,
147496833,,,"190.22,1,25,16777215,1581664988,1,96a6643a,28585657094897664",我有事啊,,,,,
147496833,,,"190.134,5,25,41194,1581783708,1,4797a3a9,28647900136341508",有关系的,,,,,
147496833,,,"190.16,5,25,16646914,1581788838,1,28f519a2,28650590169989120",有关系的,,,,,
147496833,,,"190.211,1,25,16777215,1582182031,1,a8949760,28856736328187904",我有事了,,,,,
147496833,,,"190.686,1,25,16777215,1582272772,1,7232ebb2,28904310857793540",我有事了,,,,,
147496833,,,"190.174,1,25,16777215,1582707506,1,c16ddbae,29132236581765123",单曲循环,,,,,
147496833,,,"190.72,1,25,16777215,1582795562,1,70d00c00,29178403434790915",我有事,,,,,
147496833,,,"190.093,1,25,16777215,1582951967,1,270e3082,29260404583563335",有关系的,,,,,
147496833,,,"190.232,1,25,16777215,1582972167,1,12ce02c3,29270995067994119",我有事了,,,,,
147496833,,,"190.26,1,25,16777215,1582976410,1,e64e8987,29273219752001541",有 关 系 的,,,,,
147496833,,,"190.499,1,25,16777215,1583071380,1,cc698321,29323011470917637",上头,,,,,
147496833,,,"190.973,1,25,16777215,1583595419,1,2ad6c01e,29597758609948679",你骂我？？！,,,,,
147496833,,,"190.17,5,25,15138834,1584279460,1,3c0e7c92,29956392968257543",有关系的,,,,,
147496833,,,"190.964,1,25,16777215,1584357134,1,d19ff65c,29997116849913859",有关系的,,,,,
147496833,,,"190.031,1,25,16777215,1584422059,1,f56100cc,30031156035977219",我有关系,,,,,
147496833,,,"190.475,5,25,14811775,1586438070,1,8781c60d,31088126422679559",首尾呼骂,,,,,
147496833,,,"190.146,1,25,16777215,1588088769,1,a7231f41,31953567873499141",我有事了,,,,,
147496833,,,"190.659,1,25,15138834,1589431588,1,8adca853,32657592281464835",有事了,,,,,
147496833,,,"190.754,1,25,16777215,1589708298,1,e7313ed0,32802667834638339",我有关系,,,,,
147496833,,,"190.111,1,25,16777215,1591333931,1,53b7ebfa,33654967711039493",笑疯了,,,,,
147496833,,,"190.148,1,25,16777215,1591508858,1,74b491b6,33746679732109319",你很奇怪,,,,,
147496833,,,"190.589,5,25,16707842,1609765825,1,d43ffc32,43318588464431111",回       声,,,,,
147496833,,,"190.739,1,25,8700107,1612511765,1,3d210459,44758251931697159",有关系的,,,,,
147496833,,,"190.637,1,25,16777215,1629345262,1,de1dcfd4,53610577932833280",空降00：00,,,,,
147496833,,,"190.653,1,25,16777215,1661296446,1,87343b61,1125795204876542976",已经忘掉原曲,,,,,
147496833,,,"191.403,1,25,16777215,1580662327,1,aa743766,28059974010142720",我我有事儿了,,,,,
147496833,,,"191.768,1,25,16777215,1580664136,1,b33ff134,28060922430357508",还是有点关系的哈哈哈哈哈哈哈,,,,,
147496833,,,"191.035,1,25,16777215,1580666125,1,58ae380d,28061964801933312",哈哈哈哈哈哈哈哈哈哈哈,,,,,
147496833,,,"191.471,1,25,16777215,1580697619,1,1def8019,28078477320650756",哈哈哈哈哈哈哈哈哈哈哈哈,,,,,
147496833,,,"191.018,1,25,16777215,1580740622,1,a84ff581,28101023047352324",我有关系了,,,,,
147496833,,,"191.872,1,25,16777215,1580745192,1,a10d592c,28103418820689924",哈哈哈哈哈哈,,,,,
147496833,,,"191.87,1,25,16777215,1580788408,1,3d3ab975,28126076376449026",我怀疑你在骂我,,,,,
147496833,,,"191.853,5,25,9487136,1580801949,1,ce98ea44,28133175794860036",您有点奇怪,,,,,
147496833,,,"191.67,1,25,16777215,1580816879,1,c977b91f,28141003676319748",有关系的,,,,,
147496833,,,"191.552,1,25,16777215,1580884774,1,c8397f7a,28176599824728064",战术结尾,,,,,
147496833,,,"191.594,1,25,16777215,1580959424,1,147eed86,28215738188169216",我有事,,,,,
147496833,,,"191.33,1,25,16777215,1580997660,1,e7d6d386,28235784965324802",是你奇怪哈哈哈,,,,,
147496833,,,"191.794,1,25,16777215,1581014251,1,e6424b20,28244483128688640",我有事!!!,,,,,
147496833,,,"191.008,1,25,16777215,1581020604,1,c0423d82,28247814246498308",有关系的,,,,,
147496833,,,"191.135,1,25,16777215,1581040163,1,8eea3e41,28258068437401604",哈哈哈,,,,,
147496833,,,"191.762,1,25,6830715,1581054778,1,b78e70e9,28265731206414340",那句深井冰完了  我妈说我被骂了还笑成这样,,,,,
147496833,,,"191.263,1,25,16777215,1581066510,1,d448cda8,28271881813491776",我有事了,,,,,
147496833,,,"191.054,1,25,16777215,1581067463,1,ab4263a8,28272381566910464",笑死我了,,,,,
147496833,,,"191.154,1,25,16777215,1581110614,1,fae6bd90,28295005019832324",笑死我了,,,,,
147496833,,,"191.631,1,25,16777215,1581157636,1,a031343,28319658298834946",我有事了,,,,,
147496833,,,"191.038,1,25,16777215,1581239938,6,6a5be823,28362807986618368",嘿现在我们没事了,,,,,
147496833,,,"191.511,1,25,16777215,1581260566,1,1abad2ed,28373623428874242",我不行了哈哈哈哈哈哈哈哈,,,,,
147496833,,,"191.703,1,25,16777215,1581392737,1,5c3e7d7e,28442919101267970",我有事！,,,,,
147496833,,,"191.023,1,25,16777215,1581401568,1,d2330fbf,28447548820684802",我们有事,,,,,
147496833,,,"191.811,1,25,16777215,1581698450,1,c0c9ff38,28603200669483008",有关系的,,,,,
147496833,,,"191.702,1,25,16777215,1581862012,1,7591002d,28688954085605376",我有事了,,,,,
147496833,,,"191.593,1,25,16777215,1581913251,1,69870251,28715818321182722",给爷爬,,,,,
147496833,,,"191.538,1,25,16777215,1582203090,1,8cc44be7,28867777126727682",我居然看完了,,,,,
147496833,,,"191.362,5,25,15138834,1582329934,1,ae80af23,28934280039628804",我们有点奇怪,,,,,
147496833,,,"191.477,1,25,16777215,1582370664,1,57f83c13,28955634462359556",要笑死了,,,,,
147496833,,,"191.946,1,25,16777215,1582542730,1,cb3c054e,29045846588784643",有关系了,,,,,
147496833,,,"191.228,1,25,16777215,1582692489,1,4c5fc8,29124363558584327",有关系,,,,,
147496833,,,"191.132,1,25,16777215,1582778476,1,65ffce82,29169445195743235",有关系的！！,,,,,
147496833,,,"191.323,1,25,16777215,1582910164,1,ef4508a7,29238487669014533",有关系,,,,,
147496833,,,"191.073,1,25,16777215,1583079397,1,923b84d5,29327214508507143",有关系！！！！！！,,,,,
147496833,,,"191.106,1,25,16777215,1583131205,1,6452df57,29354376656060419",哈哈哈哈,,,,,
147496833,,,"191.491,1,25,15138834,1583953211,1,a0f41397,29785344605421573",深井冰(*｀Ω´*)v！！！！！！！！！！！,,,,,
147496833,,,"191.748,1,25,16777215,1583993955,1,76a00061,29806706092933125",有十个人一起看,,,,,
147496833,,,"191.449,5,25,41194,1584435426,1,f50399d3,30038164403388419",首尾呼应,,,,,
147496833,,,"191.085,1,25,16777215,1585060736,1,6274badf,30366007016554503",我有事了,,,,,
147496833,,,"191.951,1,25,16707842,1586229433,1,ea389cbc,30978740373684229",有关系的,,,,,
147496833,,,"191.188,5,25,16646914,1586229472,1,25e9225e,30978761035874311",我们有亿点奇怪,,,,,
147496833,,,"191.412,1,25,16777215,1586791883,1,bb4e4ccf,31273626536771591",我在拉稀，，，,,,,,
147496833,,,"191.116,1,25,16777215,1587404587,1,d9c7991a,31594859999526919",哈哈哈哈哈哈操,,,,,
147496833,,,"191.35,5,25,16777215,1588515170,1,addef641,32177124874387463",你最奇怪!,,,,,
147496833,,,"191.899,5,25,15138834,1591682088,11,6510b123,33837502207885319",前方注入灵魂,,,,,
147496833,,,"191.982,1,25,16777215,1593029805,1,96988265,34544093859151875",有关系的,,,,,
147496833,,,"191.374,1,25,16777215,1594029031,1,a4605499,35067976455028741",很有关系的！,,,,,
147496833,,,"191.923,1,25,41194,1594625619,1,4f0fb991,35380759974903815",你再骂！,,,,,
147496833,,,"191.629,1,25,16777215,1595900066,1,81d11cf8,36048937239969799",有关系的,,,,,
147496833,,,"191.426,1,25,41194,1604899043,1,7f0a84f4,40766992912744455",是你有点奇怪,,,,,
147496833,,,"191.659,1,25,16777215,1607523580,1,4feb1897,42143006480400391",对不起有关系,,,,,
147496833,,,"191.068,1,25,16777215,1609959004,1,a69f4af,43419869690462211",我裂了,,,,,
147496833,,,"191.772,1,25,16777215,1610961152,1,d0e7189b,43945284147871751",我有事,,,,,
147496833,,,"191.546,1,25,15138834,1611035780,1,f6c935ad,43984410557546503",你还知道你奇怪啊？,,,,,
147496833,,,"191.735,1,25,16777215,1612005087,1,5dfee49d,44492606560272391",哈哈哈哈哈哈哈哈哈哈哈,,,,,
147496833,,,"191.027,1,25,16777215,1627562959,1,d21cda60,52649412048453639",有关系,,,,,
147496833,,,"191.677,1,25,16777215,1645970182,1,e8f4c00c,997229181656383488",有关系,,,,,
147496833,,,"192.197,1,25,16777215,1580659432,1,4a81e6db,28058455834624002",哈哈哈,,,,,
147496833,,,"192.331,1,25,16777215,1580703420,1,ab797351,28081518391328772",哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,,,,,
147496833,,,"192.941,1,25,16777215,1580724671,1,ab4b7de2,28092659998392320",有事了有关系,,,,,
147496833,,,"192.195,1,18,1246739,1580737767,1,b962f644,28099526210355200",???????,,,,,
147496833,,,"192.511,1,25,16777215,1580739206,1,f97b2022,28100280267046912",我有事了,,,,,
147496833,,,"192.235,1,25,16777215,1580739890,1,9d345c29,28100639135891456",注入灵魂！！！,,,,,
147496833,,,"192.681,1,25,16777215,1580742516,1,d8aff884,28102015991152640",有关系！！！,,,,,
147496833,,,"192.501,1,25,16777215,1580770095,1,c8fe2d97,28116475320467460",我觉得我们出大事了。,,,,,
147496833,,,"192.557,1,25,16777215,1580800062,1,c91d961b,28132186754383874",哈哈哈哈哈,,,,,
